HUC8,UNCLASSIFIED,OPEN_WATER,PERENNIAL_SNOW_I,DEVELOPED__OPEN_,DEVELOPED__LOW_I,DEVELOPED__MEDIU,DEVELOPED__HIGH_,BARREN_LAND,DECIDUOUS_FOREST,EVERGREEN_FOREST,MIXED_FOREST,SHRUB_SCRUB,HERBACEUOUS,HAY_PASTURE,CULTIVATED_CROPS,WOODY_WETLANDS,EMERGENT_HERBACE,TOTAL,AREA_INSIDE_US,UNCLASSIFIED_NLCD06,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,Location
10130302,0.00,29746800.00,0.00,44480700.00,6620400.00,216000.00,30600.00,4684500.00,7809300.00,19164600.00,460800.00,89881200.00,3547098000.00,339001200.00,414012600.00,12719700.00,2642400.00,4518568800.00,4518568800.00,0.00,1.14,0.61,16.66,0.66,0.00,0.98,0.15,0.00,0.00,0.10,0.17,0.42,0.01,1.99,78.50,7.50,9.16,0.28,0.06,Within USA
10130303,0.00,37986300.00,0.00,75784500.00,8302500.00,982800.00,148500.00,8739900.00,28755900.00,1105200.00,875700.00,4882500.00,4712264100.00,343225800.00,918000900.00,51661800.00,14796900.00,6207513300.00,6207513300.00,0.00,1.37,0.50,20.32,0.61,0.00,1.22,0.13,0.02,0.00,0.14,0.46,0.02,0.01,0.08,75.91,5.53,14.79,0.83,0.24,Within USA
10130304,0.00,9338400.00,0.00,7812900.00,2414700.00,792900.00,0.00,2521800.00,1542600.00,10142100.00,56700.00,118491300.00,2399317200.00,37716300.00,19168200.00,12152700.00,3070800.00,2624538600.00,2624538600.00,0.00,0.42,0.45,2.17,0.36,0.00,0.30,0.09,0.03,0.00,0.10,0.06,0.39,0.00,4.51,91.42,1.44,0.73,0.46,0.12,Within USA
10130305,0.00,15912900.00,0.00,15937200.00,3852900.00,62100.00,0.00,9820800.00,12211200.00,27765000.00,630000.00,39365100.00,3470434200.00,212317200.00,209940300.00,40854600.00,2150100.00,4061253600.00,4061253600.00,0.00,0.49,1.00,10.40,0.39,0.00,0.39,0.09,0.00,0.00,0.24,0.30,0.68,0.02,0.97,85.45,5.23,5.17,1.01,0.05,Within USA
10130306,0.00,50527800.00,0.00,76031100.00,13645800.00,1034100.00,158400.00,15086700.00,12115800.00,1106100.00,1405800.00,10504800.00,5452262100.00,327240000.00,845729100.00,56376900.00,21292200.00,6884516700.00,6884516700.00,0.00,1.32,0.21,17.04,0.73,0.00,1.10,0.20,0.02,0.00,0.22,0.18,0.02,0.02,0.15,79.20,4.75,12.28,0.82,0.31,Within USA
10140102,0.00,46309500.00,0.00,151879500.00,27366300.00,2763900.00,406800.00,47803500.00,7331400.00,1016100.00,57600.00,5134500.00,6658728300.00,18650700.00,1161500400.00,70269300.00,26694900.00,8225912700.00,8225912700.00,0.00,2.22,0.10,14.35,0.56,0.00,1.85,0.33,0.03,0.00,0.58,0.09,0.01,0.00,0.06,80.95,0.23,14.12,0.85,0.32,Within USA
10140103,0.00,5973300.00,0.00,60259500.00,8217000.00,1429200.00,89100.00,1759500.00,323100.00,14400.00,0.00,11700.00,1086378300.00,14916600.00,982022400.00,288900.00,8681400.00,2170364400.00,2170364400.00,0.00,3.23,0.02,45.93,0.28,0.00,2.78,0.38,0.07,0.00,0.08,0.01,0.00,0.00,0.00,50.06,0.69,45.25,0.01,0.40,Within USA
10140104,0.00,13528800.00,0.00,46602000.00,12925800.00,1801800.00,159300.00,20700.00,3105900.00,522000.00,0.00,704700.00,1188826200.00,75447900.00,436155300.00,10761300.00,4103100.00,1794664800.00,1794664800.00,0.00,3.43,0.20,28.51,0.75,0.00,2.60,0.72,0.10,0.01,0.00,0.17,0.03,0.00,0.04,66.24,4.20,24.30,0.60,0.23,Within USA
10140105,0.00,20363400.00,0.00,71051400.00,1561500.00,340200.00,35100.00,897300.00,6586200.00,2101500.00,0.00,145800.00,1784445300.00,554384700.00,538525800.00,130500.00,38790900.00,3019359600.00,3019359600.00,0.00,2.42,0.29,36.20,0.67,0.00,2.35,0.05,0.01,0.00,0.03,0.22,0.07,0.00,0.00,59.10,18.36,17.84,0.00,1.28,Within USA
10140202,0.00,36441900.00,0.00,75732300.00,19257300.00,1677600.00,420300.00,450979200.00,44338500.00,86685300.00,4491900.00,2361600.00,4968476100.00,63494100.00,443103300.00,72207900.00,32045400.00,6301712700.00,6301712700.00,0.00,1.54,2.15,8.04,0.58,0.00,1.20,0.31,0.03,0.01,7.16,0.70,1.38,0.07,0.04,78.84,1.01,7.03,1.15,0.51,Within USA
10140204,0.00,43162200.00,0.00,137470500.00,11985300.00,2856600.00,869400.00,4134600.00,26190900.00,2592900.00,15300.00,1420200.00,3631959000.00,167063400.00,1315608300.00,83212200.00,26560800.00,5455101600.00,5455101600.00,0.00,2.81,0.53,27.18,0.79,0.00,2.52,0.22,0.05,0.02,0.08,0.48,0.05,0.00,0.03,66.58,3.06,24.12,1.53,0.49,Within USA
10160005,0.00,169391700.00,0.00,75836700.00,5019300.00,1894500.00,328500.00,1009800.00,10134900.00,125100.00,0.00,517500.00,413914500.00,128674800.00,1314389700.00,70200.00,49611600.00,2170918800.00,2170918800.00,0.00,3.83,0.47,66.47,7.80,0.00,3.49,0.23,0.09,0.02,0.05,0.47,0.01,0.00,0.02,19.07,5.93,60.55,0.00,2.29,Within USA
10160006,0.00,86184900.00,0.00,331409700.00,20215800.00,8127000.00,2377800.00,3577500.00,29495700.00,109800.00,0.00,722700.00,1020726000.00,3321743400.00,4572028800.00,1385100.00,205677900.00,9603782100.00,9603782100.00,0.00,3.77,0.31,82.19,0.90,0.00,3.45,0.21,0.08,0.02,0.04,0.31,0.00,0.00,0.01,10.63,34.59,47.61,0.01,2.14,Within USA
10160007,0.00,44818200.00,0.00,86041800.00,3250800.00,1062900.00,172800.00,1350000.00,6223500.00,0.00,0.00,5382900.00,1117162800.00,219947400.00,960104700.00,364500.00,34580700.00,2480463000.00,2480463000.00,0.00,3.65,0.25,47.57,1.81,0.00,3.47,0.13,0.04,0.01,0.05,0.25,0.00,0.00,0.22,45.04,8.87,38.71,0.01,1.39,Within USA
10160008,0.00,87559200.00,0.00,144886500.00,8199000.00,2088000.00,322200.00,3021300.00,11382300.00,42300.00,0.00,13646700.00,1066461300.00,1393867800.00,1525403700.00,546300.00,151749900.00,4409176500.00,4409176500.00,0.00,3.53,0.26,66.21,1.99,0.00,3.29,0.19,0.05,0.01,0.07,0.26,0.00,0.00,0.31,24.19,31.61,34.60,0.01,3.44,Within USA
10160009,0.00,35953200.00,0.00,123927300.00,9682200.00,3250800.00,831600.00,2648700.00,4779900.00,44100.00,0.00,51300.00,1516016700.00,755837100.00,1359907200.00,220500.00,73987200.00,3887137800.00,3887137800.00,0.00,3.54,0.12,54.43,0.92,0.00,3.19,0.25,0.08,0.02,0.07,0.12,0.00,0.00,0.00,39.00,19.44,34.98,0.01,1.90,Within USA
10160011,0.00,67904100.00,0.00,381182400.00,33243300.00,13527900.00,3079800.00,4410900.00,59330700.00,696600.00,0.00,4707000.00,587735100.00,3267252000.00,4777178400.00,2835000.00,225470700.00,9428553900.00,9428553900.00,0.00,4.57,0.64,85.32,0.72,0.00,4.04,0.35,0.14,0.03,0.05,0.63,0.01,0.00,0.05,6.23,34.65,50.67,0.03,2.39,Within USA
10170102,0.00,40062600.00,0.00,257363100.00,22201200.00,7827300.00,1674000.00,2166300.00,41337900.00,49500.00,0.00,215100.00,259831800.00,937872900.00,3822411600.00,1890000.00,92601000.00,5487504300.00,5487504300.00,0.00,5.27,0.75,86.75,0.73,0.00,4.69,0.40,0.14,0.03,0.04,0.75,0.00,0.00,0.00,4.73,17.09,69.66,0.03,1.69,Within USA
10170103,0.00,146011500.00,0.00,46421100.00,3216600.00,1389600.00,252900.00,130500.00,7025400.00,4500.00,0.00,146700.00,118551600.00,162814500.00,683027100.00,187200.00,68742900.00,1237922100.00,1237922100.00,0.00,4.14,0.57,68.33,11.79,0.00,3.75,0.26,0.11,0.02,0.01,0.57,0.00,0.00,0.01,9.58,13.15,55.18,0.02,5.55,Within USA
10170201,0.00,470726100.00,0.00,159066900.00,23086800.00,13997700.00,3346200.00,1707300.00,19720800.00,27000.00,0.00,778500.00,1453790700.00,164785500.00,1790300700.00,451800.00,127844100.00,4229630100.00,4229630100.00,0.00,4.72,0.47,46.22,11.13,0.00,3.76,0.55,0.33,0.08,0.04,0.47,0.00,0.00,0.02,34.37,3.90,42.33,0.01,3.02,Within USA
10170202,0.00,335117700.00,0.00,222715800.00,19855800.00,11025000.00,2562300.00,1129500.00,31535100.00,17100.00,0.00,3218400.00,823610700.00,605385900.00,3165406200.00,1681200.00,250398900.00,5473659600.00,5473659600.00,0.00,4.68,0.58,68.89,6.12,0.00,4.07,0.36,0.20,0.05,0.02,0.58,0.00,0.00,0.06,15.05,11.06,57.83,0.03,4.57,Within USA
07020003,0.00,45015300.00,0.00,122274000.00,6601500.00,2421900.00,641700.00,1628100.00,25331400.00,25200.00,0.00,288900.00,307136700.00,262945800.00,1866510000.00,8954100.00,190409400.00,2840184000.00,2840184000.00,0.00,4.65,0.89,74.98,1.58,0.00,4.31,0.23,0.09,0.02,0.06,0.89,0.00,0.00,0.01,10.81,9.26,65.72,0.32,6.70,Within USA
09020101,0.00,130495500.00,0.00,123785100.00,12894300.00,4103100.00,545400.00,1722600.00,22268700.00,25200.00,0.00,16200.00,28634400.00,126024300.00,2248169400.00,6520500.00,169833600.00,2875038300.00,2875038300.00,0.00,4.92,0.78,82.58,4.54,0.00,4.31,0.45,0.14,0.02,0.06,0.77,0.00,0.00,0.00,1.00,4.38,78.20,0.23,5.91,Within USA
10130102,0.00,416094300.00,0.00,211136400.00,29913300.00,8379900.00,2662200.00,18174600.00,68782500.00,1258200.00,907200.00,16259400.00,6244347600.00,377496900.00,1667210400.00,90640800.00,264806100.00,9418069800.00,9418069800.00,0.00,2.68,0.75,21.71,4.42,0.00,2.24,0.32,0.09,0.03,0.19,0.73,0.01,0.01,0.17,66.30,4.01,17.70,0.96,2.81,Within USA
10130106,0.00,274918500.00,0.00,140385600.00,9362700.00,1433700.00,355500.00,4378500.00,5000400.00,37800.00,0.00,42579000.00,2525901300.00,372079800.00,799419600.00,257400.00,37557000.00,4213666800.00,4213666800.00,0.00,3.60,0.12,27.80,6.52,0.00,3.33,0.22,0.03,0.01,0.10,0.12,0.00,0.00,1.01,59.95,8.83,18.97,0.01,0.89,Within USA
10130301,0.00,21672900.00,0.00,96433200.00,9020700.00,1006200.00,189900.00,819000.00,2605500.00,9334800.00,107100.00,62685000.00,1726110900.00,276244200.00,1006355700.00,12987900.00,1437300.00,3227010300.00,3227010300.00,0.00,3.30,0.37,39.75,0.67,0.00,2.99,0.28,0.03,0.01,0.03,0.08,0.29,0.00,1.94,53.49,8.56,31.19,0.40,0.04,Within USA
10160003,0.00,643832100.00,0.00,433690200.00,36898200.00,15170400.00,4282200.00,6916500.00,78861600.00,781200.00,0.00,16538400.00,1584507600.00,2265459300.00,5729006700.00,16078500.00,751355100.00,11583378000.00,11583378000.00,0.00,4.23,0.69,69.02,5.56,0.00,3.74,0.32,0.13,0.04,0.06,0.68,0.01,0.00,0.14,13.68,19.56,49.46,0.14,6.49,Within USA
10160004,0.00,161008200.00,0.00,140367600.00,4648500.00,1740600.00,444600.00,1623600.00,19936800.00,115200.00,0.00,52683300.00,814509000.00,1367940600.00,1337752800.00,1322100.00,106294500.00,4010387400.00,4010387400.00,0.00,3.67,0.50,67.47,4.01,0.00,3.50,0.12,0.04,0.01,0.04,0.50,0.00,0.00,1.31,20.31,34.11,33.36,0.03,2.65,Within USA
10140203,0.00,35967600.00,0.00,51363900.00,17665200.00,1305000.00,187200.00,10384200.00,45945000.00,9799200.00,73541700.00,305100.00,3270772800.00,32690700.00,467142300.00,62613900.00,130038300.00,4209722100.00,4209722100.00,0.00,1.68,3.07,11.87,0.85,0.00,1.22,0.42,0.03,0.00,0.25,1.09,0.23,1.75,0.01,77.70,0.78,11.10,1.49,3.09,Within USA
10120107,0.00,1587600.00,0.00,21632400.00,10098000.00,1656000.00,194400.00,11596500.00,2630700.00,996554700.00,90000.00,1329148800.00,1890326700.00,7707600.00,1529100.00,24429600.00,12469500.00,4311651600.00,4311651600.00,0.00,0.78,23.18,0.21,0.04,0.00,0.50,0.23,0.04,0.00,0.27,0.06,23.11,0.00,30.83,43.84,0.18,0.04,0.57,0.29,Within USA
10120203,0.00,519300.00,0.00,29326500.00,16608600.00,2857500.00,475200.00,4439700.00,32891400.00,1345091400.00,9203400.00,514038600.00,659025000.00,15400800.00,55560600.00,8630100.00,27361800.00,2721429900.00,2721429900.00,0.00,1.81,50.97,2.61,0.02,0.00,1.08,0.61,0.10,0.02,0.16,1.21,49.43,0.34,18.89,24.22,0.57,2.04,0.32,1.01,Within USA
05130106,0.00,51347700.00,0.00,106522200.00,43153200.00,8969400.00,2322000.00,1496700.00,1275573600.00,70419600.00,34828200.00,6631200.00,34803900.00,248808600.00,174616200.00,4429800.00,36900.00,2063959200.00,2063959200.00,0.00,7.80,66.90,20.52,2.49,0.00,5.16,2.09,0.43,0.11,0.07,61.80,3.41,1.69,0.32,1.69,12.05,8.46,0.21,0.00,Within USA
05130107,0.00,6477300.00,0.00,96775200.00,24219000.00,6250500.00,2225700.00,2913300.00,773543700.00,79037100.00,68544000.00,67437900.00,75463200.00,620291700.00,185347800.00,30108600.00,481500.00,2039116500.00,2039116500.00,0.00,6.35,45.17,39.51,0.32,0.00,4.75,1.19,0.31,0.11,0.14,37.94,3.88,3.36,3.31,3.70,30.42,9.09,1.48,0.02,Within USA
05130108,0.00,87754500.00,0.00,236858400.00,93377700.00,26517600.00,6960600.00,11554200.00,2222482500.00,242941500.00,203050800.00,93161700.00,235061100.00,928741500.00,249055200.00,15844500.00,533700.00,4653895500.00,4653895500.00,0.00,7.82,57.34,25.31,1.89,0.00,5.09,2.01,0.57,0.15,0.25,47.76,5.22,4.36,2.00,5.05,19.96,5.35,0.34,0.01,Within USA
05130201,0.00,84518100.00,0.00,191026800.00,67268700.00,22854600.00,9743400.00,2309400.00,970766100.00,124683300.00,82721700.00,39028500.00,51073200.00,816064200.00,84334500.00,4635000.00,1918800.00,2552946300.00,2552946300.00,0.00,11.39,46.15,35.27,3.31,0.00,7.48,2.63,0.90,0.38,0.09,38.03,4.88,3.24,1.53,2.00,31.97,3.30,0.18,0.08,Within USA
05130202,0.00,23462100.00,0.00,232188300.00,156151800.00,68532300.00,39452400.00,626400.00,705177000.00,112161600.00,59497200.00,7866000.00,45011700.00,189757800.00,28554300.00,6857100.00,1588500.00,1676884500.00,1676884500.00,0.00,29.60,52.29,13.02,1.40,0.00,13.85,9.31,4.09,2.35,0.04,42.05,6.69,3.55,0.47,2.68,11.32,1.70,0.41,0.09,Within USA
05130203,0.00,54615600.00,0.00,221896800.00,158647500.00,52734600.00,19918800.00,9208800.00,569423700.00,262270800.00,139912200.00,88812000.00,52193700.00,705330000.00,80002800.00,7124400.00,1394100.00,2423485800.00,2423485800.00,0.00,18.70,40.09,32.41,2.25,0.00,9.16,6.55,2.18,0.82,0.38,23.50,10.82,5.77,3.66,2.15,29.10,3.30,0.29,0.06,Within USA
05130204,0.00,5393700.00,0.00,164470500.00,70266600.00,26137800.00,6111000.00,1613700.00,1093510800.00,113495400.00,64089000.00,21197700.00,73734300.00,550318500.00,49833900.00,4182300.00,1309500.00,2245664700.00,2245664700.00,0.00,11.89,56.60,26.72,0.24,0.00,7.32,3.13,1.16,0.27,0.07,48.69,5.05,2.85,0.94,3.28,24.51,2.22,0.19,0.06,Within USA
06010104,0.00,109968300.00,0.00,202841100.00,87495300.00,28592100.00,8174700.00,16864200.00,980169300.00,92710800.00,118833300.00,11663100.00,202753800.00,706868100.00,14665500.00,8357400.00,15300.00,2589972300.00,2589972300.00,0.00,12.63,46.01,27.86,4.25,0.00,7.83,3.38,1.10,0.32,0.65,37.84,3.58,4.59,0.45,7.83,27.29,0.57,0.32,0.00,Within USA
06010107,0.00,88751700.00,0.00,146223900.00,33320700.00,17604900.00,4384800.00,21112200.00,1011936600.00,182494800.00,95946300.00,20468700.00,36650700.00,397456200.00,4236300.00,2093400.00,372600.00,2063053800.00,2063053800.00,0.00,9.77,62.55,19.47,4.30,0.00,7.09,1.62,0.85,0.21,1.02,49.05,8.85,4.65,0.99,1.78,19.27,0.21,0.10,0.02,Within USA
06010201,0.00,191216700.00,0.00,337747500.00,201110400.00,86294700.00,28831500.00,9095400.00,1372634100.00,195451200.00,179705700.00,70019100.00,126325800.00,626603400.00,58931100.00,21747600.00,197100.00,3505911300.00,3505911300.00,0.00,18.65,49.85,19.55,5.45,0.00,9.63,5.74,2.46,0.82,0.26,39.15,5.57,5.13,2.00,3.60,17.87,1.68,0.62,0.01,Within USA
06010207,0.00,36860400.00,0.00,170647200.00,121820400.00,47590200.00,13521600.00,6318900.00,718071300.00,64529100.00,80804700.00,4920300.00,91736100.00,259220700.00,1314900.00,23589000.00,28800.00,1640973600.00,1640973600.00,0.00,21.55,52.62,15.88,2.25,0.00,10.40,7.42,2.90,0.82,0.39,43.76,3.93,4.92,0.30,5.59,15.80,0.08,1.44,0.00,Within USA
06010208,0.00,20709900.00,0.00,141407100.00,53364600.00,16712100.00,4849200.00,12293100.00,1142291700.00,51038100.00,322488000.00,11953800.00,227217600.00,237825000.00,3323700.00,4809600.00,69300.00,2250352800.00,2250352800.00,0.00,9.61,67.36,10.72,0.92,0.00,6.28,2.37,0.74,0.22,0.55,50.76,2.27,14.33,0.53,10.10,10.57,0.15,0.21,0.00,Within USA
06020004,0.00,2675700.00,0.00,65776500.00,17958600.00,3645000.00,858600.00,2169000.00,835270200.00,89322300.00,79715700.00,47761200.00,87976800.00,278014500.00,36800100.00,9750600.00,364500.00,1558059300.00,1558059300.00,0.00,5.66,64.46,20.21,0.17,0.00,4.22,1.15,0.23,0.06,0.14,53.61,5.73,5.12,3.07,5.65,17.84,2.36,0.63,0.02,Within USA
06040001,0.00,123354900.00,0.00,200308500.00,30026700.00,10547100.00,2916000.00,5048100.00,2680711200.00,362571300.00,134153100.00,358306200.00,195934500.00,611258400.00,453645000.00,209655900.00,24993000.00,5403429900.00,5403429900.00,0.00,4.51,58.80,19.71,2.28,0.00,3.71,0.56,0.20,0.05,0.09,49.61,6.71,2.48,6.63,3.63,11.31,8.40,3.88,0.46,Within USA
06040002,0.00,19526400.00,0.00,185587200.00,49065300.00,13542300.00,5303700.00,3222000.00,881329500.00,157950000.00,148248900.00,77440500.00,53438400.00,1243149300.00,186278400.00,34254900.00,629100.00,3058965900.00,3058965900.00,0.00,8.29,38.82,46.73,0.64,0.00,6.07,1.60,0.44,0.17,0.11,28.81,5.16,4.85,2.53,1.75,40.64,6.09,1.12,0.02,Within USA
06040003,0.00,25319700.00,0.00,167000400.00,45326700.00,14788800.00,4990500.00,1610100.00,2503084500.00,105556500.00,33615000.00,34422300.00,167345100.00,784267200.00,103879800.00,13266900.00,1269000.00,4005742500.00,4005742500.00,0.00,5.79,65.96,22.17,0.63,0.00,4.17,1.13,0.37,0.12,0.04,62.49,2.64,0.84,0.86,4.18,19.58,2.59,0.33,0.03,Within USA
06040004,0.00,6146100.00,0.00,70642800.00,7301700.00,2004300.00,392400.00,623700.00,1237005000.00,82747800.00,13833900.00,53729100.00,108360000.00,299126700.00,79528500.00,13067100.00,708300.00,1975217400.00,1975217400.00,0.00,4.07,67.52,19.17,0.31,0.00,3.58,0.37,0.10,0.02,0.03,62.63,4.19,0.70,2.72,5.49,15.14,4.03,0.66,0.04,Within USA
08010203,0.00,14526000.00,0.00,189615600.00,19503900.00,7925400.00,3633300.00,765000.00,944837100.00,66621600.00,64800.00,18667800.00,35030700.00,261048600.00,1188154800.00,242988300.00,5209200.00,2998592100.00,2998592100.00,0.00,7.36,33.73,48.33,0.48,0.00,6.32,0.65,0.26,0.12,0.03,31.51,2.22,0.00,0.62,1.17,8.71,39.62,8.10,0.17,Within USA
08010204,0.00,15478200.00,0.00,185571900.00,37715400.00,12894300.00,5873400.00,21600.00,420572700.00,21051000.00,18900.00,7305300.00,15207300.00,145754100.00,1378684800.00,222130800.00,3178800.00,2471458500.00,2471458500.00,0.00,9.79,17.87,61.68,0.63,0.00,7.51,1.53,0.52,0.24,0.00,17.02,0.85,0.00,0.30,0.62,5.90,55.78,8.99,0.13,Within USA
08010205,0.00,15750000.00,0.00,157892400.00,41266800.00,17156700.00,7565400.00,126900.00,638060400.00,53089200.00,45670500.00,135547200.00,15605100.00,261934200.00,1111333500.00,241717500.00,5431500.00,2748147300.00,2748147300.00,0.00,8.15,26.81,49.97,0.57,0.00,5.75,1.50,0.62,0.28,0.00,23.22,1.93,1.66,4.93,0.57,9.53,40.44,8.80,0.20,Within USA
08010206,0.00,2814300.00,0.00,5218200.00,926100.00,549000.00,31500.00,0.00,9843300.00,71100.00,0.00,117900.00,576900.00,2295000.00,144174600.00,17588700.00,191700.00,184398300.00,184398300.00,0.00,3.65,5.38,79.43,1.53,0.00,2.83,0.50,0.30,0.02,0.00,5.34,0.04,0.00,0.06,0.31,1.24,78.19,9.54,0.10,Within USA
08010209,0.00,13503600.00,0.00,145951200.00,83264400.00,23237100.00,3766500.00,3416400.00,293526900.00,39509100.00,21100500.00,189339300.00,3355200.00,241878600.00,732612600.00,114784200.00,12207600.00,1921453200.00,1921453200.00,0.00,13.33,18.43,50.72,0.70,0.00,7.60,4.33,1.21,0.20,0.18,15.28,2.06,1.10,9.85,0.17,12.59,38.13,5.97,0.64,Within USA
06030003,0.00,60912900.00,0.00,176076900.00,41304600.00,12389400.00,4083300.00,3276000.00,1232741700.00,102963600.00,111630600.00,97042500.00,51052500.00,1072640700.00,318901500.00,38134800.00,1207800.00,3324358800.00,3324358800.00,0.00,7.03,43.54,41.86,1.83,0.00,5.30,1.24,0.37,0.12,0.10,37.08,3.10,3.36,2.92,1.54,32.27,9.59,1.15,0.04,Within USA
05130104,0.00,15645600.00,0.00,167651100.00,37455300.00,11480400.00,2364300.00,13478400.00,2202769800.00,64644300.00,559923300.00,27009900.00,299668500.00,171874800.00,2643300.00,3997800.00,470700.00,3581077500.00,3581077500.00,0.00,6.11,78.95,4.87,0.44,0.00,4.68,1.05,0.32,0.07,0.38,61.51,1.81,15.64,0.75,8.37,4.80,0.07,0.11,0.01,Within USA
05130105,0.00,110093400.00,0.00,106475400.00,39636900.00,7529400.00,1437300.00,8143200.00,1514262600.00,34625700.00,84394800.00,7471800.00,74636100.00,341640900.00,120947400.00,1364400.00,0.00,2452659300.00,2452659300.00,0.00,6.32,66.59,18.86,4.49,0.00,4.34,1.62,0.31,0.06,0.33,61.74,1.41,3.44,0.30,3.04,13.93,4.93,0.06,0.00,Within USA
05130205,0.00,233328600.00,0.00,230562000.00,36354600.00,15147900.00,7182000.00,4573800.00,3229970400.00,158768100.00,6509700.00,4565700.00,198288900.00,878078700.00,954214200.00,76380300.00,10641600.00,6044566500.00,6044566500.00,0.00,4.79,56.17,30.31,3.86,0.00,3.81,0.60,0.25,0.12,0.08,53.44,2.63,0.11,0.08,3.28,14.53,15.79,1.26,0.18,Within USA
05130206,0.00,7891200.00,0.00,281078100.00,69678000.00,28168200.00,11471400.00,1758600.00,865301400.00,81388800.00,6574500.00,1007100.00,30843000.00,851156100.00,1520547300.00,7198200.00,1092600.00,3765154500.00,3765154500.00,0.00,10.37,25.32,62.99,0.21,0.00,7.47,1.85,0.75,0.30,0.05,22.98,2.16,0.17,0.03,0.82,22.61,40.38,0.19,0.03,Within USA
06040005,0.00,487281600.00,0.00,154841400.00,18447300.00,9351900.00,3906900.00,5024700.00,2670862500.00,231839100.00,299700.00,21800700.00,131394600.00,359163000.00,408283200.00,186427800.00,11927700.00,4700852100.00,4700852100.00,0.00,3.97,61.75,16.33,10.37,0.00,3.29,0.39,0.20,0.08,0.11,56.82,4.93,0.01,0.46,2.80,7.64,8.69,3.97,0.25,Within USA
08010202,0.00,59778900.00,0.00,176666400.00,20178900.00,6116400.00,2926800.00,264600.00,676061100.00,26812800.00,6300.00,9594000.00,30695400.00,280353600.00,1749438900.00,361545300.00,6505200.00,3406944600.00,3406944600.00,0.00,6.04,20.63,59.58,1.75,0.00,5.19,0.59,0.18,0.09,0.01,19.84,0.79,0.00,0.28,0.90,8.23,51.35,10.61,0.19,Within USA
08010208,0.00,36249300.00,0.00,164268900.00,48359700.00,10307700.00,3441600.00,217800.00,889995600.00,80655300.00,89496000.00,318154500.00,14239800.00,344823300.00,1303749000.00,473932800.00,13336200.00,3791227500.00,3791227500.00,0.00,5.97,27.96,43.48,0.96,0.00,4.33,1.28,0.27,0.09,0.01,23.48,2.13,2.36,8.39,0.38,9.10,34.39,12.50,0.35,Within USA
08010211,0.00,15337800.00,0.00,150353100.00,135117900.00,94715100.00,48755700.00,2592900.00,64767600.00,7038000.00,3723300.00,27213300.00,2044800.00,55116900.00,77547600.00,37980000.00,830700.00,723134700.00,723134700.00,0.00,59.32,10.44,18.35,2.12,0.00,20.79,18.69,13.10,6.74,0.36,8.96,0.97,0.51,3.76,0.28,7.62,10.72,5.25,0.11,Within USA
06010205,0.00,105392700.00,0.00,256251600.00,104042700.00,39079800.00,7079400.00,23319000.00,2965973400.00,118319400.00,155943900.00,19237500.00,390637800.00,897567300.00,4794300.00,3564000.00,47700.00,5091250500.00,5091250500.00,0.00,7.98,63.64,17.72,2.07,0.00,5.03,2.04,0.77,0.14,0.46,58.26,2.32,3.06,0.38,7.67,17.63,0.09,0.07,0.00,Within USA
06010206,0.00,42724800.00,0.00,119284200.00,55865700.00,14959800.00,2334600.00,48534300.00,1286795700.00,31986000.00,120065400.00,5393700.00,449289000.00,271980900.00,1379700.00,1311300.00,44100.00,2451949200.00,2451949200.00,0.00,7.85,58.68,11.15,1.74,0.00,4.86,2.28,0.61,0.10,1.98,52.48,1.30,4.90,0.22,18.32,11.09,0.06,0.05,0.00,Within USA
11090105,0.00,31291200.00,0.00,86414400.00,52588800.00,10269900.00,5940000.00,8733600.00,3326400.00,66600.00,0.00,2023100100.00,2582150400.00,0.00,394386300.00,22854600.00,17026200.00,5238148500.00,5238148500.00,0.00,2.96,0.06,7.53,0.60,0.00,1.65,1.00,0.20,0.11,0.17,0.06,0.00,0.00,38.62,49.30,0.00,7.53,0.44,0.33,Within USA
11090106,0.00,4995900.00,0.00,113112900.00,51359400.00,10082700.00,5598000.00,16220700.00,1103400.00,328500.00,783900.00,2398563900.00,4130789400.00,0.00,357023700.00,42111000.00,1261800.00,7133335200.00,7133335200.00,0.00,2.53,0.03,5.01,0.07,0.00,1.59,0.72,0.14,0.08,0.23,0.02,0.00,0.01,33.62,57.91,0.00,5.01,0.59,0.02,Within USA
11100103,0.00,2360700.00,0.00,166244400.00,10129500.00,1180800.00,126000.00,2025000.00,136800.00,17100.00,0.00,182792700.00,3203762400.00,0.00,1511509500.00,1136700.00,341100.00,5081762700.00,5081762700.00,0.00,3.50,0.00,29.74,0.05,0.00,3.27,0.20,0.02,0.00,0.04,0.00,0.00,0.00,3.60,63.04,0.00,29.74,0.02,0.01,Within USA
